Respondent ID,Do you know JavaScript?,Do you know HTML?,Do you know CSS?,Do you know SQL?,Do you know Java?,Do you know Bash/Shell?,Do you know Python?,Do you know R?,Do you know C#?,Do you know PHP?,Do you know C++?,Do you know C?,Do you know anything else?,How good are you at JavaScript?,How good are you at HTML?,How good are you at CSS?,How good are you at SQL?,How good are you at Java?,How good are you at Bash/Shell?,How good are you at Python?,How good are you at R?,How good are you at C#?,How good are you at PHP?,How good are you at C++?,How good are you at C?,How good are you at [OTHER]?,In what country do you live?
10672398375,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Basic, Matlab, LaTeX, Scala, SAS",Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Expert,,,Beginner,Intermediate,Intermediate,Intermediate,United States of America
10672397904,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,,,Expert,Expert,Intermediate,Expert,Intermediate,Intermediate,Expert,,Intermediate,,,,,Denmark
10672397659,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Expert,Expert,Expert,Expert,Intermediate,Expert,Expert,,,Expert,,,,South Africa
10672397594,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,,Intermediate,Expert,,Intermediate,Intermediate,Intermediate,Beginner,,Pakistan
10672397531,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672396940,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672396817,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672396490,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672396408,,,,,,,Python,,,,,,,,,,,,,Expert,,,,,,,Spain
10672396372,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,,Intermediate,Expert,Expert,,United Kingdom of Great Britain and Northern Ireland
10672396232,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,Intermediate,,,,Nigeria
10672394965,,,,,,,Python,,,PHP,,,,,,,,,,Intermediate,,,Expert,,,,Singapore
10672393562,JavaScript,HTML,CSS,,,,,,,PHP,,,,Expert,Expert,Expert,,,,,,,Intermediate,,,,India
10672392878,,,,,Java,,Python,,,,,,,,,,,Beginner,,Beginner,,,,,,,Israel
10672392778,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,Intermediate,Expert,Expert,,Japan
10672392335,,,,,Java,,,,,,,,go,,,,,Beginner,,,,,,,,Expert,
10672392113,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,,C++,,"Kotlin, Swift, Dart",Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,,,Beginner,,Beginner,,Intermediate,United Kingdom of Great Britain and Northern Ireland
10672390965,,,,,,,Python,R,,,,,,,,,,,,Intermediate,Intermediate,,,,,,Malaysia
10672390934,JavaScript,HTML,CSS,,Java,,Python,,,,C++,C,,Intermediate,Intermediate,Intermediate,,Expert,,Beginner,,,,Intermediate,Intermediate,,Turkey
10672390924,JavaScript,HTML,CSS,SQL,,,,,,PHP,,C,,Beginner,Intermediate,Beginner,Intermediate,,,,,,Expert,,Intermediate,,China
10672390755,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672390522,JavaScript,HTML,CSS,,,,Python,R,,,,C,,Expert,Expert,Expert,,,,Intermediate,Beginner,,,,Intermediate,,Bangladesh
10672390421,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Intermediate,Expert,Intermediate,Expert,,Intermediate,,,,Expert,,,,Switzerland
10672389935,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,,Beginner,Intermediate,,Israel
10672389634,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672389578,JavaScript,HTML,CSS,,Java,,Python,,,PHP,C++,C,Node.js,Intermediate,Intermediate,Intermediate,,Intermediate,,Beginner,,,Beginner,Intermediate,Intermediate,Intermediate,India
10672389318,JavaScript,HTML,CSS,,,,,,,,,,,Intermediate,Expert,Expert,,,,,,,,,,,New Zealand
10672389272,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,"TypeScript, Ruby",Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,,Intermediate,Intermediate,,,Expert,Russian Federation
10672388852,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,,,Intermediate,,United States of America
10672387795,,,,,Java,,,R,C#,,,,"Scala, Haskell, Ruby, Unison, Golang and probably others",,,,,Intermediate,,,Intermediate,Intermediate,,,,Intermediate,France
10672387415,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,Intermediate,,,,Republic of Korea
10672386939,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,C++,C,"Clojure, Ruby, Golang",Intermediate,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,Expert,Netherlands
10672386043,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Expert,Intermediate,Expert,Beginner,Intermediate,Expert,,,Expert,Beginner,Beginner,,Pakistan
10672385263,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Intermediate,Expert,Intermediate,Beginner,Beginner,Beginner,Expert,,,,,,,India
10672384523,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672384506,JavaScript,HTML,CSS,SQL,Java,,Python,,,,C++,,,Expert,Expert,Intermediate,Intermediate,Beginner,,Intermediate,,,,Beginner,,,France
10672383550,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,,,Intermediate,,,,New Zealand
10672382827,,,,SQL,,,Python,R,,,,,,,,,Intermediate,,,Intermediate,Intermediate,,,,,,Germany
10672382174,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Expert,Expert,Expert,,,,,,Intermediate,,,,Turkey
10672382104,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,,"Kotlin, Objective-C, Ruby",Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Beginner,,Intermediate,,,,Intermediate,Netherlands
10672381997,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,C,"Scala, Go",Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,Intermediate,,Beginner,Beginner,South Africa
10672381972,,,,,,,Python,,,,C++,,,,,,,,,Intermediate,,,,Expert,,,Israel
10672381461,JavaScript,HTML,CSS,,Java,,Python,,,,C++,,,Intermediate,Intermediate,Intermediate,,Expert,,Expert,,,,Beginner,,,India
10672381007,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,Ruby,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Intermediate,Beginner,,Intermediate,Intermediate,Expert,Beginner,India
10672380811,,HTML,,,,,Python,,,,C++,,,,Expert,,,,,Expert,,,,Expert,,,United States of America
10672380406,JavaScript,HTML,CSS,SQL,,,,,C#,,,,,Intermediate,Expert,Expert,Intermediate,,,,,Expert,,,,,India
10672379797,JavaScript,,,SQL,,,Python,R,C#,,C++,C,,Beginner,,,Beginner,,,Intermediate,Beginner,Beginner,,Beginner,Intermediate,,Turkey
10672379462,,,,SQL,Java,Bash/Shell,Python,,,,,,,,,,Expert,Intermediate,Expert,Intermediate,,,,,,,India
10672379270,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Expert,Expert,Expert,Expert,Expert,Intermediate,Expert,Expert,Expert,Expert,Expert,,India
10672379058,JavaScript,,,,Java,,Python,,,,,C,,Intermediate,,,,Expert,,Intermediate,,,,,Expert,,Israel
10672377067,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Intermediate,Expert,Intermediate,Intermediate,Expert,Intermediate,Intermediate,,
10672376955,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,,,Intermediate,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,,,Intermediate,Intermediate,,,Kenya
10672376842,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Labview, ladder logic",Expert,Expert,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,Intermediate,Intermediate,Expert,Expert,Netherlands
10672376811,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,C#,,,,,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,,,Expert,,,,,Turkey
10672376632,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Intermediate,Expert,Expert,Intermediate,,Expert,,,,Intermediate,,,,Germany
10672376198,JavaScript,,,,Java,,Python,,,,,,,Beginner,,,,Expert,,Intermediate,,,,,,,Indonesia
10672375860,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,C#,PHP,,,,Expert,Expert,Expert,Intermediate,,Intermediate,,,Intermediate,Expert,,,,Belgium
10672375611,,HTML,,SQL,Java,Bash/Shell,Python,,,,,,Ruby,,Beginner,,Intermediate,Expert,Beginner,Expert,,,,,,Intermediate,South Africa
10672375495,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,,Beginner,Beginner,Beginner,Beginner,,Beginner,Beginner,,,,,,,Portugal
10672375123,JavaScript,HTML,CSS,,,,,,C#,,C++,,,Expert,Expert,Expert,,,,,,Expert,,Expert,,,Republic of Korea
10672375039,JavaScript,,,,,,,,,,,,Rust,Intermediate,,,,,,,,,,,,Intermediate,Ukraine
10672374164,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Intermediate,Expert,Intermediate,Expert,Beginner,Expert,Expert,,India
10672372749,JavaScript,HTML,CSS,,Java,,,,,,,,,Beginner,Beginner,Beginner,,Intermediate,,,,,,,,,Germany
10672371589,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,C,,Beginner,Expert,Expert,Intermediate,Intermediate,,Intermediate,,Expert,Intermediate,,Intermediate,,
10672371492,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,,,Intermediate,Expert,Intermediate,Intermediate,Expert,,,,Intermediate,,,,,Ireland
10672370655,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,C++,C,,Beginner,Intermediate,Intermediate,Beginner,Beginner,,Beginner,,Intermediate,,Intermediate,Beginner,,India
10672370432,,,,SQL,,,Python,R,,,,,,,,,Expert,,,Intermediate,Beginner,,,,,,
10672370244,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,"Ruby, Go",Intermediate,Intermediate,Intermediate,Expert,Expert,Expert,Expert,,Expert,,,Intermediate,Expert,Netherlands
10672369745,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672369695,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Intermediate,Intermediate,Expert,Beginner,Beginner,,,Expert,Expert,Intermediate,,India
10672369294,JavaScript,HTML,CSS,,,,Python,,C#,,,,,Intermediate,Intermediate,Intermediate,,,,Expert,,Beginner,,,,,United Kingdom of Great Britain and Northern Ireland
10672369066,,,,,Java,Bash/Shell,Python,,,,C++,C,Objective-C,,,,,Intermediate,Beginner,Beginner,,,,Intermediate,Intermediate,Intermediate,China
10672369041,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,Intermediate,Intermediate,,Singapore
10672368900,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Beginner,,Intermediate,,,
10672368770,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Expert,Expert,Expert,Beginner,,Beginner,,,,,,,,Brazil
10672368717,JavaScript,HTML,CSS,,,,Python,,,PHP,,,,Intermediate,Expert,Intermediate,,,,Intermediate,,,Expert,,,,Nepal
10672368580,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,,C++,C,,Intermediate,Beginner,Intermediate,Expert,Intermediate,Beginner,,,Expert,,Intermediate,Intermediate,,Turkey
10672368501,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Intermediate,,Beginner,,,South Africa
10672368264,,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,,Expert,Intermediate,Expert,Beginner,Expert,Intermediate,Expert,,Beginner,Intermediate,Intermediate,,India
10672368008,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672367645,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,C,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Beginner,,,,,,Intermediate,,Philippines
10672367605,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Beginner,Beginner,Expert,Intermediate,Beginner,,,,,,,Netherlands
10672367590,,HTML,,SQL,,Bash/Shell,Python,,C#,PHP,C++,C,,,Intermediate,,Intermediate,,Expert,Expert,,Intermediate,Beginner,Intermediate,Intermediate,,
10672366885,JavaScript,HTML,CSS,,Java,,,,,,,,,Intermediate,Intermediate,Beginner,,Intermediate,,,,,,,,,China
10672366569,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,,,C++,,,Beginner,Intermediate,Intermediate,Intermediate,,Expert,Expert,Beginner,,,Intermediate,,,Ireland
10672366526,JavaScript,HTML,CSS,,Java,,Python,,C#,PHP,,,,Intermediate,Intermediate,Intermediate,,Expert,,Beginner,,Intermediate,Intermediate,,,,Mexico
10672366263,JavaScript,HTML,CSS,,Java,,Python,R,,,C++,C,,Intermediate,Expert,Intermediate,,Beginner,,Expert,Intermediate,,,Expert,Intermediate,,India
10672366185,,HTML,CSS,SQL,Java,,,,C#,,,C,,,Intermediate,Intermediate,Intermediate,Expert,,,,Intermediate,,,Intermediate,,Portugal
10672366165,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,Scala Haskell,Expert,Expert,Intermediate,Intermediate,Expert,Intermediate,Intermediate,,,,Intermediate,Intermediate,Expert,Estonia
10672365127,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Beginner,Intermediate,Expert,,,Expert,Beginner,Beginner,,India
10672365098,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,Thailand
10672364989,JavaScript,HTML,CSS,SQL,,,Python,,C#,,,C,,Intermediate,Intermediate,Intermediate,Expert,,,Beginner,,Intermediate,,,Intermediate,,India
10672364887,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,,Beginner,Intermediate,Intermediate,,,New Zealand
10672364683,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Intermediate,Beginner,Expert,,Expert,Beginner,Beginner,Intermediate,,United States of America
10672364504,JavaScript,HTML,CSS,,,,,,C#,,,,TypeScript,Expert,Intermediate,Intermediate,,,,,,Intermediate,,,,Expert,Israel
10672364007,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,,,Intermediate,Expert,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,,Expert,Beginner,,,United Kingdom of Great Britain and Northern Ireland
10672363575,JavaScript,HTML,CSS,,Java,Bash/Shell,,,,PHP,,,,Intermediate,Intermediate,Intermediate,,Beginner,Expert,,,,Intermediate,,,,United States of America
10672363004,JavaScript,HTML,CSS,,,Bash/Shell,,,,PHP,,C,,Beginner,Intermediate,Intermediate,,,Beginner,,,,Intermediate,,Beginner,,Japan
10672362910,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,C,"Go, Ruby on Rails",Intermediate,Expert,Expert,Expert,Beginner,Intermediate,Intermediate,,,Beginner,,Beginner,Expert,Malaysia
10672361463,JavaScript,,,SQL,,,Python,,,,,,,Beginner,,,Intermediate,,,Beginner,,,,,,,Russian Federation
10672361284,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,"Swift, Objective-C",Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,,,Intermediate,,,Expert,France
10672360859,,HTML,CSS,SQL,Java,,Python,,,PHP,,C,,,Beginner,Beginner,Intermediate,Expert,,Intermediate,,,Beginner,,Intermediate,,Bangladesh
10672360420,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,,Intermediate,Expert,Expert,Expert,,Expert,Expert,,,,,,,Turkey
10672360185,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672360134,,,,SQL,,,Python,R,,,,,,,,,Expert,,,Expert,Intermediate,,,,,,United States of America
10672359738,JavaScript,HTML,CSS,,,,Python,,,,,,,Expert,Expert,Intermediate,,,,Intermediate,,,,,,,India
10672359570,,HTML,CSS,,Java,,Python,,C#,PHP,,,Ruby,,Expert,Expert,,Intermediate,,Beginner,,Intermediate,Beginner,,,Expert,Turkey
10672359308,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,"Haskell, SML",Beginner,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,,,,Expert,Intermediate,United States of America
10672358955,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672358080,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,"Go, Clojure, Ruby",Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,,Intermediate,,Intermediate,Intermediate,Beginner,Honduras
10672357898,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,Beginner,,,Beginner,Beginner,,Singapore
10672357860,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672357377,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,ruby,Intermediate,Intermediate,Intermediate,Expert,,,,,,Intermediate,,,Expert,France
10672357094,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,,Intermediate,Intermediate,Beginner,Intermediate,Expert,Beginner,,,,,,,,Spain
10672357043,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,Expert,,Intermediate,Beginner,Intermediate,Expert,,Japan
10672356634,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,,,,Expert,Expert,Expert,Beginner,Beginner,Beginner,,,,Intermediate,,,,United Kingdom of Great Britain and Northern Ireland
10672356567,,HTML,,SQL,Java,Bash/Shell,Python,,C#,PHP,,C,,,Intermediate,,Intermediate,Expert,Intermediate,Intermediate,,Intermediate,Beginner,,Beginner,,United Arab Emirates
10672356516,JavaScript,HTML,CSS,,,,,,C#,,,,,Expert,Expert,Expert,,,,,,Intermediate,,,,,India
10672356229,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672356217,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,,Intermediate,Intermediate,,
10672356205,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,,"mongoshell, powershell",Intermediate,Beginner,Beginner,Expert,Beginner,Beginner,Beginner,,Expert,,,,Beginner,New Zealand
10672355865,,HTML,,SQL,,,Python,R,,,,,,,Intermediate,,Intermediate,,,Expert,Intermediate,,,,,,India
10672355454,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,,,,Intermediate,Intermediate,Intermediate,Expert,Expert,,Expert,,Intermediate,,,,,
10672354727,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,R,,PHP,C++,,,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,,Beginner,,Beginner,Beginner,,,Thailand
10672354527,,,,,Java,,,,,,,,"Swift, Golang",,,,,Expert,,,,,,,,Expert,Indonesia
10672354094,,,,,Java,,,,,,,,Kotlin,,,,,Expert,,,,,,,,Expert,Germany
10672353776,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Expert,Expert,Expert,Expert,Intermediate,Intermediate,Expert,,,Expert,,,,United States of America
10672353660,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Expert,Expert,Intermediate,Expert,,,Intermediate,Beginner,Beginner,,Morocco
10672353305,,,,SQL,Java,,Python,,,,,C,golang,,,,Intermediate,Expert,,Intermediate,,,,,Intermediate,Intermediate,Israel
10672352865,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,,,,Intermediate,Intermediate,,United States of America
10672352698,JavaScript,HTML,CSS,,,Bash/Shell,Python,,C#,,C++,C,Go,Beginner,Beginner,Beginner,,,Beginner,Intermediate,,Beginner,,Intermediate,Intermediate,Beginner,China
10672352634,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Beginner,Expert,,Intermediate,Expert,Intermediate,Beginner,,Brazil
10672351965,JavaScript,,,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Beginner,,,Expert,Intermediate,Intermediate,Expert,,Intermediate,,Intermediate,Expert,,Israel
10672351404,JavaScript,HTML,CSS,,,,Python,,,,,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,,,,,,,United States of America
10672351256,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,,Expert,Expert,Expert,Expert,Expert,Beginner,,,,,,,,Brazil
10672350877,JavaScript,,,,,,Python,,,,C++,C,"go, lua",Intermediate,,,,,,Expert,,,,Intermediate,Intermediate,Intermediate,India
10672350751,JavaScript,HTML,,SQL,,Bash/Shell,Python,,,,,,,Intermediate,Expert,,Intermediate,,Expert,Expert,,,,,,,China
10672350205,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,,,,Beginner,Beginner,Beginner,Beginner,Intermediate,,Beginner,,,Beginner,,,,Thailand
10672349939,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672349521,JavaScript,HTML,CSS,SQL,Java,,Python,R,C#,PHP,,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,Intermediate,Intermediate,Intermediate,,Intermediate,,Cambodia
10672349411,JavaScript,HTML,CSS,,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,,,,,,,Expert,,,,Belarus
10672349259,,HTML,CSS,SQL,Java,,Python,,,PHP,C++,C,,,Beginner,Beginner,Intermediate,Intermediate,,Expert,,,Beginner,Beginner,Beginner,,Turkey
10672347446,JavaScript,,,SQL,Java,Bash/Shell,,,,,,,,Intermediate,,,Expert,Expert,Intermediate,,,,,,,,Turkey
10672347031,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,"Ruby, Go",Intermediate,Expert,Expert,Expert,Expert,Expert,Intermediate,,,,,Expert,Expert,United States of America
10672346982,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,,,C++,C,,Beginner,Beginner,Beginner,Intermediate,,Intermediate,Intermediate,Intermediate,,,Expert,Intermediate,,India
10672346539,,,,,Java,,Python,,,,,,,,,,,Expert,,Intermediate,,,,,,,India
10672346252,,,,,Java,Bash/Shell,Python,,,PHP,,,Swift,,,,,Expert,Intermediate,Intermediate,,,Intermediate,,,Expert,Spain
10672345877,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,,C,,Beginner,Intermediate,Beginner,Intermediate,Beginner,Expert,Beginner,Beginner,Intermediate,Expert,,Expert,,Malaysia
10672345564,JavaScript,HTML,CSS,,Java,,,,,,,C,,Expert,Expert,Expert,,Intermediate,,,,,,,Intermediate,,
10672345514,JavaScript,HTML,CSS,,,,,,,,,,,Expert,Intermediate,Intermediate,,,,,,,,,,,Mongolia
10672345039,,,,SQL,Java,Bash/Shell,Python,R,,,C++,C,,,,,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,,,Intermediate,Intermediate,,United Kingdom of Great Britain and Northern Ireland
10672344504,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Beginner,Beginner,Beginner,,Beginner,Beginner,Beginner,,,,,,,Turkey
10672344450,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672344176,JavaScript,HTML,CSS,,,,Python,,,PHP,C++,C,,Beginner,Intermediate,Beginner,,,,Intermediate,,,Beginner,Intermediate,Intermediate,,South Africa
10672343062,JavaScript,HTML,,SQL,,Bash/Shell,,,,,,C,,Intermediate,Beginner,,Beginner,,Intermediate,,,,,,Intermediate,,Japan
10672342661,,,,,,Bash/Shell,Python,,,PHP,,,Golang,,,,,,Intermediate,Intermediate,,,Expert,,,Intermediate,China
10672342196,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Expert,Beginner,,,Intermediate,,,,Australia
10672341448,JavaScript,HTML,,,Java,Bash/Shell,Python,R,,PHP,C++,C,,Beginner,Beginner,,,Intermediate,Beginner,Intermediate,Beginner,,Beginner,Intermediate,Beginner,,China
